id,clinical_case,cc_question_number,question,answer,medical_subject,question_type,a_signal_gravite
2875,"Un homme de 54 ans, se présente aux urgences de l’hôpital pour une dyspnée avec altération de l’état général d’apparition récente. Parmi ses antécédents, on retient un diabète de type I, une hypertension artérielle, une hypercholestérolémie, et une cholecystectomie par voie cœlioscopique. Son traitement habituel associe de l’Ultratard (32 UI le matin et 26 UI le soir), de l’aténolol (100 mg/j), du furosémide (20 mg/j) et de l’atorvastatine (40 mg/j). La consommation de tabac est évaluée à 45 paquet-années et la consommation d’alcool à 45 gr d’alcool pur par jour. 
 Quatre jours avant la consultation, le patient a présenté une fièvre (38°6) avec myalgies justifiant une automédication par paracetamol. Après une diminution transitoire de la fièvre, le patient présente une altération de l’état général avec asthénie marquée, fièvre à 39°5, et frissons. Ce tableau est associé à une diarrhée et à une dyspnée d’intensité croissante motivant sa consultation au SAU . L’infirmière d’accueil et d’orientation (IAO) enregistre les constantes vitales suivantes : 
 Pouls 98/min PA 125/95 SpO2 84 % FR 38/min Température 39°8. 
 Devant ce tableau, elle décide d’accorder une priorité 1 à cette consultation, installe le patient dans la salle de déchocage et vous appelle au chevet de ce patient.",1,Quel(s) élément(s) de l’observation justifie(nt) l’attitude de l’IAO ?,"- Tachypnée (FR 38/min) 
 - Hypoxie (SpO2 84 %)",Intensive Care,Reasoning,True
2886,"Madame G., 34 ans, est adressée aux urgences le 01 Août 2003 par son médecin traitant pour la prise en charge d’un purpura révélant une thrombopénie à 35 000/mm 3 . 
 Dans ses antécédents, on note une allergie à la pénicilline (urticaire), une hypercholestérolémie, un syndrome dépressif évoluant depuis plusieurs années, actuellement traité par l’association Divarius® 20 mg-Xanax® depuis Juillet 03. L’existence d’une dysménorrhée apparue il y a 2 ans a conduit à la réalisation d’un bilan hormonal et échographique en mai dernier et à la prescription d’un traitement par Duphaston® 10mg. La patiente est célibataire sans enfant, sans emploi depuis 6 mois (secrétaire trilingue), ne présente aucune intoxication alcoolo-tabagique. En Avril 2003, Mme G. a voyagé en Grèce sans aucun problème particulier. 
 L’histoire de la maladie fait état d’une asthénie croissante depuis 1 mois et de l’apparition de lésions cutanéo-muqueuses depuis 15 jours. Vers la mi-Juillet, la patiente déclare avoir présenté un épisode de flou visuel de quelques minutes totalement résolutif. Les données de l’examen clinique sont : T° 37°2C, TA 12/8, FC 91/min, la patiente est eupnéique, parfaitement vigile (score de Glasgow 15/15) ; on note une pâleur conjonctivale, des plages d’ecchymoses cutanées de la taille d’un médaillon, disséminées au niveau des membres supérieurs et inférieurs, de l’abdomen, du thorax ainsi qu’au niveau du palais. Il n’y a pas de syndrome hémorragique extériorisé. L’examen cardiopulmonaire est sans particularité, l’abdomen est souple, indolore sans hépatosplénomégalie palpable, les aires ganglionnaires sont libres, la thyroïde est non palpable. L’examen neurologique est normal.",4,Enumérez les traitements spécifiques proposés actuellement dans la prise en charge du PTT ? Citez les éléments biologiques de surveillance de la maladie ?,"La MAT est une urgence vitale nécessitant la mise en route d’un traitement sans délai. L’administration intraveineuse de corticostéroïdes, d’antiaggrégants plaquettaires et la splénectomie ont représentés les traitements de la MAT jusque dans les années 70. Le traitement de référence actuel repose sur les échanges plasmatiques et ce, après une controverse non finalisée portant sur infusion de plasma seule versus échange de plasma. Les modalités de ces échanges (volume administré entre 40 et 80 ml/kg /j), la durée et le nombre de séances en traitement d’attaque puis d’entretien, restent mal codifiées et empiriques. La rémission de la maladie s’apprécie sur l’amélioration des stigmates biologiques : normalisation des taux de plaquettes, d’hémoglobine, d’haptoglobine et des LDH. Les risques de cette thérapeutique sont l’OAP de surcharge et ceux inhérents au cathétérisme central.",Intensive Care,Understanding,True
2889,"Une femme de 35 ans est amenée au service d’urgence, accompagnée par son mari, pour coma vraisemblablement dû à une intoxication aiguë. Elle a en effet été découverte par son mari rentrant du travail, couchée dans le lit et ne répondant pas. Le mari signale qu’elle était dépressive depuis plusieurs mois et traitée par LexomilR (bromazépam) 2 fois 6 mg/j, ElavilR (amitriptyline) 2 fois 75 mg/j. Par ailleurs, lors d’une conversation téléphonique 4 h plus tôt le mari avait noté qu’elle avait des difficultés pour parler distinctement. La mari signale que depuis 8 j elle prenait du Di-AntalvicR (paracétamol et dextropropoxyphène) pour des lombalgies. A l’examen, vous notez un coma calme sans signes de localisation (score de Glasgow à 8), des pupilles en légère mydriase, réactives à la lumière, des réflexes ostéotendineux vifs, un réflexe cutané plantaire indifférent. La pression artérielle est à 120/85 mmHg, le pouls à 95/min, la fréquence respiratoire à 10 cycles/min. L’examen de l’abdomen est normal, exceptée une voussure sus-pubienne liée probablement à un globe vésical. L’auscultation pulmonaire montre une diminution du murmure vésiculaire à droite.",3,Quelle surveillance préconisez-vous ?,"- La surveillance doit se faire en milieu de réanimation en raison des risques majeurs de troubles graves du rythme cardiaque. 
 - La surveillance comporte le monitoring continu des fréquences cardiaque et respiratoire, de la SpO2, de la pression artérielle, la surveillance de l’état neurologique avec mesure répétée du score de Glasgow.",Intensive Care,Reasoning,True
2893,"Un homme de 68 ans, vivant seul, est hospitalisé aux urgences par ses enfants qui ne le trouvent pas bien du tout, notamment sur le plan respiratoire. Il s’agit d’un ancien fumeur et d’un ancien buveur, sujet à de très nombreuses bronchites hivernales. Il ne fume plus depuis 2 ans et ne boit plus d’alcool depuis 1 an, ce qui a aggravé une obésité. Il dit peser 112 kg pour une taille de 161 cm. Depuis 2 jours, il ne se sent pas bien, il a des sensations de chaud et de froid sans frisson vrai. Il est gêné dans ses moindres efforts, il ne peut plus sortir de chez lui, il ne mange plus, il monte extrêmement difficilement un étage pour aller se coucher. Depuis 24 heures, il n’arrive pas à dormir la nuit, mais en revanche il s’assoupit dans la journée. Sa toux ramène une expectoration brunâtre. À l’examen clinique, on note que le malade est polypnéique (28 cycles/min), cyanosé, avec un front couvert de sueur. L’auscultation thoracique note la présence bilatérale de quelques gros râles bronchiques. L’auscultation cardiaque est difficile mais apparemment normale. L’abdomen est distendu dans son ensemble, dépressible, indolore, sonore à la percussion, sans circulation collatérale, il existe un reflux hépatojugulaire. La pression artérielle systolique est à 170/90 mmHg, la fréquence cardiaque de 125/min. Il existe de discrets œdèmes des membres inférieurs. L’état de conscience et l’examen neurologique sont normaux. Il existe néanmoins un certain état d’agitation. La température centrale est à 38,5 °C. La gazométrie artérielle pratiquée en air ambiant donne les résultats suivants : pH = 7,30 ; PaCO2 = 8,2 kPa (62 mmHg) ; PaO2 = 6 kPa (45 mmHg) ; SaO2 = 77 % ; bicarbonates = 30 mmol/L.",3,Quels examens complémentaires simples demandez-vous pour préciser la cause de ce tableau ?,"L’examen complémentaire fondamental est initialement la radiographie thoracique, à la recherche de la cause de la décompensation : pneumonie, pneumothorax, ou subœdème pulmonaire. Il sera réalisé aussi, à la recherche d’un agent infectieux pathogène, des hémocultures et des sérologies virales. La valeur de l’examen de l’expectoration est discutable par la contamination de la flore buccopharyngée. Initialement, chez ce patient à l’état précaire, il n’est pas licite de réaliser un prélèvement bronchique perendoscopique.",Intensive Care,Reasoning,True
2896,"Un homme de 35 ans se présente aux urgences de l’Hôpital pour dyspnée. Ce patient, d’origine algérienne, vit en France depuis 15 ans. Il y a deux mois, se sont installés des œdèmes des membres inférieurs et une dyspnée survenant initialement à l’effort. Depuis quelques jours, le patient est asthénique. Au cours des 48 dernières heures il a eu deux épisodes de « voile noir devant les yeux ». La dyspnée est permanente depuis quelques heures, associée à une orthopnée et une sensation d’étouffement. À l’examen clinique sont retrouvés : sueurs, angoisse accusée, pouls irrégulier à 105/min, pression artérielle à 110/60 mmHg, T° à 37 °C, œdèmes des membres inférieurs, déclives, blancs et indolores, turgescence spontanée des jugulaires. Fréquence respiratoire à 35/min, râles crépitants dans l’ensemble des champs pulmonaires, cyanose des extrémités, SpO2 à 85 % sous oxygène par sonde nasale à 7 L/min. L’auscultation cardiaque met en évidence un souffle holosystolique de l’apex irradiant dans l’aisselle, 4/6 avec un B3 surajouté. L’entourage du patient vous apprend qu’un souffle cardiaque avait été signalé il y a une vingtaine d’années mais n’avait jamais donné lieu à des explorations complémentaires. Le patient n’a pas d’autre antécédent notable. La radiographie du thorax montre une cardiomégalie avec hypertrophie ventriculaire gauche et opacités floconneuses périhilaires bilatérales. L’analyse des gaz du sang artériel, en air ambiant et en ventilation spontanée à l’entrée, donne les résultats suivants : pH = 7,27, PaO2 = 57 mmHg, PaCO2 = 65 mmHg, bicarbonates = 25 mmol/L. L’électrocardiogramme révèle une arythmie complète par fibrillation auriculaire, hypertrophie ventriculaire gauche électrique.",1,Quel est le diagnostic le plus probable et quels en sont les critères de gravité ?,"Il s’agit d’un OAP cardiogénique. Ses facteurs de gravité sont la tachypnée sévère, la cyanose des extrémités, les troubles de la conscience, l’importance de l’hypoxémie, l’hypercapnie.",Intensive Care,Reasoning,True
2900,"Un homme de 50 ans est amené aux urgences de l’hôpital par sa famille. Il présente depuis une heure une douleur thoracique et une dyspnée croissantes associées à une sensation intense de malaise et à des sueurs froides. L’examen clinique retrouve un pouls à 80/min, une pression artérielle à 75/40 mmHg, des marbrures des genoux et une froideur cutanée. La fréquence respiratoire est à 35/min, il existe quelques râles crépitants des deux champs pulmonaires, la SpO2 en air ambiant est à 89 %. L’auscultation cardiaque est normale en dehors de la tachycardie, les pouls artériels périphériques sont tous perçus et il n’y a pas de souffle vasculaire. Il n’y a pas de signe d’insuffisance cardiaque droite. L’examen neurologique est normal. L’interrogatoire indique que le patient n’a pas d’antécédent médical notable. Il présente un tabagisme à 20 paquets/année.",1,"À l’aide de ces données, quelle analyse syndromique de la situation faites-vous ? Justifiez votre réponse.","Douleur thoracique évocatrice d’insuffisance coronarienne. État de choc (hypotension, tachycardie, marbrures). Origine cardiogénique probable (extrémités froides, pas d’argument pour un choc septique, hypovolémique ou anaphylactique). Hypoxémie.",Intensive Care,Reasoning,True
2904,"Un patient de 52 ans, éthylique connu avec une cirrhose documentée, est adressé aux urgences par son médecin traitant pour une chute précédée par un état d’agitation, une polypnée et une hypotension artérielle. Il a vomi du sang rouge 2 heures auparavant. Un traitement par Avlocardyl 40 mg, 2 fois par jour, avait été institué dans le cadre d’une hypertension portale après un épisode de rupture de varices œsophagiennes. À l’arrivée aux urgences, le patient est confus, avec désorientation temporospatiale et phases d’agitation, sans tremblement ni astérixis. La nuque est souple. La fréquence respiratoire est à 30/min avec une saturation percutanée en oxygène de 96 % sous air. La fréquence cardiaque est à 75/min avec une pression artérielle à 80/40 mmHg. On note une augmentation du temps de recoloration et des marbrures des membres inférieurs. Il existe un ictère cutanéomuqueux, une circulation collatérale abdominale et des angiomes stellaires. L’abdomen est ballonné avec une ascite importante mais non douloureux. Il existe plusieurs ecchymoses et un hématome de la fesse gauche sans signe de compression neurologique. La température est à 37,5 °C. Le bilan biologique est le suivant : leucocytes = 8 900/mm3, hématies = 3 500 000/mm3, hémoglobine = 11 g/dL, hématocrite = 36 %, plaquettes = 42 000/mm3, taux de prothrombine = 34 %, TCA = 45,3 secondes, fibrinogène = 1,27 g/L, alcoolémie = 3,71 g/L, Na = 143 mmol/L, K = 3,7 mmol/L, bicarbonates = 28 mmol/L, glucose = 12,5 mmol/L, protéines = 65 g/L, urée = 2,4 mmol/L, créatinine = 95 μmol/L, ASAT = 132 UI/L, ALAT = 56 UI/L, CPK = 303 UI/L, amylase = 92 U/L, bilirubine totale = 51 μmol/L, CRP = 1 mg/L. Un traitement par soluté macromoléculaire 1 000 mL et soluté de NaCl à 9 g/1 000 est instauré.",1,Quels sont les syndromes et les défaillances présentées par ce patient ?,"État de choc hémorragique par hémorragie digestive. Intoxication alcoolique aiguë. Cirrhose hépatique avec insuffisance hépatocellulaire, cholestase et hypertension portale. Encéphalopathie hépatique.",Intensive Care,Reasoning,True
2909,"Mme H., âgée de 51 ans, est adressée aux urgences pour troubles de conscience d’apparition récente en contexte fébrile. L’examen initial montre : température à 40 °C, pression artérielle à 80/35 mmHg, fréquence cardiaque à 135/min, fréquence respiratoire à 28/min, SpO2 = 91 %, glycémie capillaire = 16 mmol/L. La patiente est ininterrogeable, ses propos sont confus. À la stimulation douloureuse, la patiente réagit de manière adaptée. Il n’existe pas de signe de localisation ni de raideur méningée. On note une cyanose des extrémités et des marbrures des genoux. L’auscultation cardiaque et pulmonaire est normale. L’abdomen est distendu, douloureux. Il n’y a pas d’éruption, ni de lésion cutanée. La bandelette urinaire montre : glycosurie +, présence de leucocytes et de nitrites.",1,Énumérez les signes de gravité.,"Les signes de gravité sont le choc, l’hypotension, la tachycardie, la cyanose, les marbrures, les troubles de conscience (confusion).",Intensive Care,Understanding,True
2914,"Mme X, 75 ans, présente depuis 3 jours une dyspnée d’effort. Elle est adressée aux urgences au décours d’une perte de conscience brève sur la voie publique, sans traumatisme. Elle ne signale pas de douleur thoracique ni de modification de l’expectoration. Elle a présenté, il y a 3 semaines, une douleur du mollet droit associée à un œdème. Ces derniers signes se sont spontanément amendés en 3 jours. On note comme antécédents : une hypertension artérielle essentielle traitée par bêtabloquants, une hypercholestérolémie traitée par régime seul, des fractures claviculaire et humérale droite remontant à 25 ans, et enfin un tabagisme à 20 paquets-année toujours actif, non compliqué. L’examen montre : pression artérielle à 85/45 mmHg, fréquence cardiaque irrégulière à 115/min, fréquence respiratoire à 34/min. Il n’y a pas de marbrures. Les extrémités sont froides. On note une turgescence jugulaire spontanée, une auscultation pulmonaire libre. Le reste de l’examen (neurologique, des membres inférieurs, cutanéomuqueux en particulier) est normal. La radiographie thoracique de face au lit est sans particularité. L’ECG est montré en figure 3. Le bilan biologique donne les résultats suivants : gaz du sang artériel en air ambiant : PaO2 = 55 mmHg, PaCO2 = 30 mmHg, pH = 7,32, bicarbonates = 15 mmol/L ; hémogramme, ionogramme, glycémie et troponine Ic normaux, D-dimères plasmatiques à 5 000 ng/mL.",1,Quel diagnostic vous paraît le plus vraisemblable ? Justifiez votre réponse.,"Syncope, hypotension artérielle, acidose métabolique.",Intensive Care,Reasoning,True
2976,"Monsieur B, jeune homme de 25 ans, est conduit par le SAMU, intubé ventilé, Glasgow 4, pour être admis en réanimation. Il aurait été retrouvé par sa concubine au domicile, au sol, inconscient dans une mare de sang, un révolver à proximité de la main droite. L’examen clinique d’entrée retrouve un orifice rond noirâtre de 0,5 cm en région temporale droite.",1,A quoi correspond le score de Glasgow ? Décrivez le.,"Le score de Glasgow est une mesure de l’état de conscience 
destinée initialement à la surveillance des traumatisés crâniens par les infirmières. 
Les éléments suivants sont analysés : 

Y : ouverture des yeux : 
Spontanée : 4
Sur ordre : 3
A la douleur : 2
Aucune : 1

V : réponse verbale : 
Orientée : 5
Confuse : 4
Mots inadaptés : 3
Sons incompréhensibles : 2
Aucune : 1

M : Réponse motrice :  
Obéit à un ordre oral : 6
Orientée à la douleur : 5
Non orientée à la douleur (évitement) : 4
Décortication :3
Décérébration : 2
Aucune : 1

En cas de déficit, à tester du côté sain.

Le score varie de 3 à 15 ;  
 7 correspond à un coma profond (et justifie la protection des voies aériennes)",Forensic Medicine and Toxicology,Understanding,True
2995,"Antoine P., 55 ans, se présente aux Urgences d’un centre hospitalier du Sud de la France en plein été pour un essoufflement. En effet, est apparue depuis 48 heures une dyspnée d’aggravation rapide, actuellement présente au moindre effort. S’associent à cette dyspnée une asthénie, une fièvre sans frissons, une toux sans modification de la couleur ni de l’abondance des expectorations habituelles (le patient dit cracher depuis plusieurs années). Le patient signale aussi des céphalées et des selles liquides depuis 3 jours. Il n’a pas remarqué de personne malade dans son entourage. Mais il est arrivé récemment dans le Sud, étant venu de Roubaix en voiture il y a 10 jours.Vous notez dans les antécédents du patient : un alcoolisme chronique non sevré (6 à 7 bières/jour) ; un tabagisme non sevré à 80 paquets-année, avec une dyspnée d’effort habituelle (jamais de bilan effectué) ; une hypertension artérielle traitée ; une dyslipidémie mixte non traitée. Son traitement comprend : bronchodilatateur en inhalation, corticoïde inhalé, association spironolactone – diurétique thiazidique. Il n’a pas d’allergie et il n’a pas été vacciné depuis très longtemps. Ce patient est chef de travaux dans une entreprise de pneumatiques à Roubaix.L’examen physique note un poids à 76 kg, une taille de 165 cm, une température à 40°C, un pouls à 70/mn, régulier, une tension artérielle à 110/50 mm Hg, une fréquence respiratoire à 36/mn. Le patient présente une altération marquée de l’état général. Il sature à 95% sous 4 l d’O2, et est en sueurs. Les bruits du cœur sont réguliers, sans souffle audible. On note quelques marbrures des genoux. Les mollets sont souples. On ne note pas d’oedèmes des membres inférieurs. L’auscultation pulmonaire trouve des ronchi bilatéraux prédominant à gauche, ainsi que des crépitants en base gauche. Les expectorations sont muco-purulentes. Le patient ne présente pas de désorientation temporo-spatiale. Il existe un tremblement fin des extrémités. L’abdomen est pléthorique, avec une hépatomégalie à bord inférieur mousse, sans splénomégalie. Les dents sont en mauvais état. La bandelette urinaire montre une croix d’hématies. Tout le reste de l’examen est normal.Vous réalisez un premier bilan complémentaire dont voici les résultats :Bilan biologique: 19,9.109/l leucocytes dont 89% de polynucléaires neutrophiles, Hb 8 mmol/l, VGM 90 µ3, 341.109/l plaquettes, TP 100%, TCA 38 s, Na 129 mmol/l, K 2,4 mmol/l, créatininémie 92 µmol/l, urée 6 mmol/l, gammaGT 131 UI/L (6-50), phosphatases alcalines 56 UI/L (39-117), bilirubine conjuguée 5 UI/L (0-4), ASAT 84 UI/L (10-37), ALAT 40 UI/L (10-41), LDH 801 UI/L (200-480), CPK 1564 UI/L (20-190), CPKMB 41 UI/L (2-23), CRP 454 mg/l, troponine 0,36 ng/ml (normale < 0,4), myoglobine 543 UI/L (< 70). Gazométrie artérielle sous 15 l d’O2 au masque à haute concentration : pH 7,51, pO2 75 Kpa, pCO2 26 Kpa, bicarbonates 21 mmol/l.Electrocardiogramme: tachycardie sinusale 70/mnRadiographie thoraciquede face au lit montre deux opacités parenchymateuses alvéolaires lobe inférieur gauche et lobe supérieur droit",3,"L’antigène soluble urinaire Legionella revient positif dans les heures suivantes.
Quelle est la valeur diagnostique de ce test ?","Ce test a une bonne valeur diagnostique  :
- sa sensibilité est de 60-70% , sa spécificité de 99% 
- car il ne détecte que Legionella pneumophila de sérogroupe 1 , qui est responsable de 84-90% des cas déclarés de légionellose
- un test positif affirme donc le diagnostic = bonne valeur prédictive positive , mais un test négatif ne l’élimine pas = valeur prédictive négative médiocre 
- c’est de plus un test rapide à pratiquer (une heure environ) et accessible dans la plupart des laboratoires
- il est positif précocement dès le début de la maladie (2-3 jours après l’apparition des premiers signes cliniques)
- mais il reste positif pendant 2 mois environ, même après antibiothérapie adaptée",Pulmonology,Understanding,True
3003,"Monsieur D., 69 ans, est adressé aux urgences pour dyspnée aiguë.
Il se sait hypertendu mais ne prend plus aucun traitement depuis des années. Son médecin lui a parlé d’ « insuffisance rénale » et lui a prescrit des examens qu’il n’a jamais réalisés. Il pèse 87 kg pour 165 cm, et a subi 3 interventions chirurgicales (diverticules coliques, 2 éventrations).
Il se sentait essoufflé depuis quelques jours. Il a revu son médecin qui lui a fait pratiquer les examens que son épouse vous présente. La dyspnée s’est brutalement aggravée en pleine nuit.
À l’entrée, il est très dyspnéique, et ne supporte pas le decubitus. Vous notez des râles crépitants bilatéraux, remontant au tiers supérieur du thorax. La TA est à 220-120 mm Hg. Il présente des œdèmes modérés des chevilles.
Les résultats des analyses pratiquées il y a 48 heures sont les suivants : Na+ : 138 mmol/l, K+ : 5,6 mmol/l, Cl- : 102 mmol/l, CO2T : 14 mmol/l, protéines : 62 g/l, Ca++ : 2,03 mmol/l, urée : 32 mmol/l, créatinine : 556 µmol/l, GR : 3,26 1012/l, GB : 16,5 109/l, Hb : 5,6 mmol/l, Hte : 0,28 l/l, plaquettes : 223 109/l.
L’ECG inscrit une tachycardie régulière à 120/min, avec une hypertrophie ventriculaire gauche systolique.",2,"La troponine est à 0,6 ng/ml. Que pouvez-vous en conclure ?","Rien . Il y a 2 raisons d’observer une élévation de la troponine I : poussée d’insuffisance cardiaque  et insuffisance rénale . Rien ne permet de retenir (ou d’éliminer) une insuffisance coronarienne. Le dosage est à recontrôler ultérieurement . L’insuffisance rénale modifie également les taux de BNP (l’obésité aussi, mais en sens inverse).",Nephro-Urology,Reasoning,True
3008,"Monsieur M., 67 ans, consulte pour l’apparition récente d’œdèmes des membres inférieurs. Il a comme principaux antécédents une intoxication alcoolo tabagique et une artérite des membres inférieurs traitée par clopidogrel (Plavix®) et pentoxifylline (Torental 400®). L’état général est inchangé. Les œdèmes sont blancs, mous, indolores, prenant le godet, et remontent jusqu’aux lombes. La TA est à 165 – 95 mm Hg aux 2 bras ; elle est vérifiée à 3 reprises. Il pèse 68 kg ; son poids habituel est de 63 kg. Il est apyrétique. Il n’y a pas de détresse vitale.",1,Vous discutez a priori trois étiologies possibles de ces œdèmes. Précisez les éléments cliniques que vous recherchez en faveur de chacune d’entre elles.,"Bilan étiologique d’œdèmes des membres inférieurs remontant aux lombes , sans élément de gravité  chez un éthylo-tabagique  vasculaire  de 67 ans  :
• origine cardiaque  (cardiopathie ischémique , cardiomyopathie dilatée ) : recherche de turgescence jugulaire , de reflux hépato jugulaire , de  galop , de râles crépitants , éventuellement d’un souffle d’insuffisance mitrale
• origine hépatique  (décompensation œdémato ascitique ) : recherche d’ascite , de circulation collatérale porto cave , d’ictère , de signes d’insuffisance hépato cellulaire 
• origine rénale  : en l’absence des signes mentionnés ci-dessus , à confirmer par une bandelette urinaire 
• pas d’argument pour un autre étiologie d’œdèmes des membres inférieurs  : diarrhée, dénutrition, pathologie tumorale du petit bassin…",Nephro-Urology,Reasoning,True
3025,"Monsieur D. Serge, 66 ans, est déposé par les pompiers aux urgences pour dyspnée aiguë. Vous constatez une orthopnée, des râles crépitants diffus, mais prédominant à droite, un souffle 3/6 holosystolique de pointe, irradiant en axillaire gauche. Il existe des œdèmes discrets des membres inférieurs et une turgescence jugulaire. La TA est à 180 – 90 mm Hg, symétrique, la fréquence cardiaque à 110 bpm, régulière. La saturation est à 89 p. cent en air ambiant.
Son épouse qui l’accompagne vous apprend qu’il est hypertendu, traité par nifédipine (Chronadalate®) et indapamide (Fludex®), qu’il a eu un pontage coronarien il y a 6 ans. Le reste de son traitement inclut : aspirine (Aspégic®), clopidogrel (Plavix®) et patch de trinitrine (Discotrine 5 mg®). Par ailleurs, c’est un gros tabagique, avec une intoxication éthylique notable.",4,"Quelques semaines plus tard, son médecin vous appelle pour vous demander si Monsieur D. qui va bien ne bénéficierait pas d’un traitement par ß bloquant. Qu’en pensez-vous ? Quelles recommandations lui faites-vous  ? (Trois recommandations).","Oui, ils entraînent une réduction significative  de la mortalité  et de l’hospitalisation . Il n’y a pas d’effet classe et seules 3 molécules sont autorisées  : bisoprolol (Cardensiel®, Détensiel®) , carvédilol (Krédex®)  et métoprolol (Sélozok®) . Le traitement doit être associé à un IEC . Respect des contre indications  : asthme , bronchopathie sévère ,bradycardie  ou hypotension  symptomatiques .
A débuter chez un patient stable . Début progressif  avec paliers de 1 à 2 semaines , avec vérification de la tolérance  (TA , fréquence cardiaque , signes d’insuffisance cardiaque ).",Cardiology,Reasoning,True
3027,"Vous prenez votre première garde d’interne DES en anesthésie réanimation et vous êtes appelé par le médecin de garde des urgences le 2 novembre 2005 à 18h45 pour un patient qui l’inquiète.
Il s’agit de Monsieur G., 65 ans, que les pompiers ont déposé, il y a une heure environ pour « altération de l’état général ». Sa logeuse les a appelés, très inquiète de l’état de Monsieur G., qu’elle a retrouvé à peine conscient.
C’est un patient éthylo tabagique, diabétique non insulinodépendant et hypertendu. Son traitement associe metformine, acarbose (Glucor®), et énalapril – hydrochlorothiazide (Co Rénitec®). Vous l’avez souvent vu aux urgences, notamment lors de votre dernière garde d’externe, le 25 octobre. Il avait été admis pour une plaie de la jambe droite, secondaire à une chute dans un contexte d’ivresse aiguë. Il avait été suturé, et son traitement de sortie associait paracétamol et acide niflumique (Nifluril®).
La température est à 40°C. Monsieur G. est désorienté, sans signe de localisation ou méningé. La TA est à 90 – 65 mm Hg aux deux bras, le pouls à 130  bpm, régulier. Les extrémités sont froides, avec horripilation cutanée. Les veines périphériques sont plates. Vous notez des « marbrures » au niveau des deux genoux. La plaie laisse sourdre un liquide nauséabond. Il existe un placard inflammatoire très douloureux d’environ 15 x 10 cm, sans crépitation perceptible. Il reste dyspnéique malgré l’administration d’oxygène par masque facial. Il n’a pas uriné depuis le matin. L’état général est médiocre.
Le médecin de garde des urgences redoute un choc septique et vous demande de prendre en charge Monsieur G.",1,Quelles mesures symptomatiques débutez-vous ? (posologies non demandées) (sept en tout).,"Sepsis sévère ou choc septique  (stricto sensu en cas de persistance des troubles après remplissage et/ou utilisation d’amines pressives) :
• mise en place de voie(s) veineuse(s) périphériques 
• expansion volumique  : sérum salé isotonique  et/ou colloïdes (hydroxy éthyl amidon - Voluven® par exemple) 
• O2 par masque facial , pour obtenir une saturation trans-cutanée à au moins 92 p. cent 
• en cas d’insuffisance du remplissage, noradrénaline (Lévophed®) au  pousse seringue électrique 
• sonde vésicale 
• surveillance des constantes vitales 
• traitement débuté sur place et poursuivi en réanimation dès que possible	 .",Emergency Medicine,Reasoning,True
3100,"Un homme de 51 ans, représentant de commerce divorcé, est ramené par les pompiers aux urgences en raison de troubles du comportement. 
Il présente comme antécédent une hypertension artérielle non traitée. La semaine précédente, il s’était normalement rendu à ses rendez-vous. Il a été retrouvé seul, désorienté à son domicile dans un état d’incurie. Il se plaint d’être agressé par des serpents venimeux qui grimpent aux murs. L’examen clinique révèle une perplexité, une désorientation temporo-spatiale, un nystagmus. 
Il présente également un tremblement d’attitude, une érythrose faciale des angiomes stellaires et une parotidomégalie. Le poids est de 52 kg pour une taille de 1m75. La température centrale est à 38°5C, avec un pouls à 105, une tension artérielle à 169/90 et des sueurs profuses. On constate un foyer basithoracique droit de râles crépitants. Il n’y a pas d’hypoxie. 
Il existe une hépatomégalie à bord inférieur tranchant, sans lésion nodulaire palpable. On ne perçoit pas de splénomégalie. Il existe une circulation collatérale abdominale, sans matité des flancs.",1,Dans quel syndrome s’intègre la désorientation et quels sont les signes en faveur de votre hypothèse?,"La désorientation s’intègre dans le cadre d’un syndrome confusionnel avec onirisme définie par l’apparition récente (début aigu, moins d’une semaine) d’une désorganisation psychique en rapport avec une altération fluctuante de la vigilance et une obnubilation de la conscience associant des troubles psychiques (désorientation temporo-spatiale, perplexité et hallucinations zoopsiques).",Hepato-Gastroenterology,Reasoning,True
3118,"Patient de 49 ans, éthylisme et tabagisme chronique, pris en charge par le SAMU pour troubles de la conscience. A l’arrivée au domicile du patient : pression artérielle 60/40 mmHg, pouls presque imprenable, marbrures au niveau des genoux, pâleur intense, Glasgow 3, pâleur, T° 35°5C, Dextro 3,2 mmo/l, mydriase bilatérale réactive. L’interrogatoire de la famille révèle une hospitalisation pour ascite il y a 6 mois.",1,Quelles sont vos hypothèses diagnostiques ? Donner les arguments en faveur de chacune d’elle. Quelle est la plus probable ?,"Hypothèses : 
état de choc septique (pneumopathie ou méningite chez un éthylique), 
état de choc hypovolémique sur hémorragie digestive, 
état de choc cardiogénique sur infarctus du myocarde ou 
état de choc anaphylactique. 
Coma sur éthylisme aigue avec état de choc. 
Intoxication volontaire avec état de choc 
Arguments : 
Etat de choc hémorragique : 
éthylisme chronique 
avec hémorragie digestive soit sur varices oesophagienne (hospitalisation pour ascite) soit sur gastrite hémorragique soit sur ulcère, 
pâleur, 
pas d’argument en faveur d’un choc d’une autre origine. 
Etat de choc septique : 
éthylisme chronique, 
hypothermie, 
trouble de conscience (méningite) 
Etat de choc cardiogénique : un seul facteur de risque 
Etat de choc anaphylactique aucun argument. 
Coma éthylique : éthylisme chronique 
Intoxication : pas d’argument 
La cause la plus probable : état de choc hypovolémique sur hémorragie digestive",Hepato-Gastroenterology,Reasoning,True
